time,stage,target_wz,mode,yaw_unwrapped,stage_yaw_delta,odom_x,odom_y,odom_vx,odom_vy,odom_wz,cmd_sent_vx,cmd_sent_wz,last_sent_vx,last_sent_wz,vx_pwm,wz_pwm,pwm_1,pwm_2,pwm_3,pwm_4,wheel_layout,motor_signs,wz_pwm_deadband,wz_pwm_gain,pwm_max
1782800689.2736118,0,0.06,running,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1782800689.3427186,0,0.06,running,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0,0,0,0,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800689.4428024,0,0.06,running,-0.001099686622619629,0.001099686622619629,-0.00014343738555908203,0.00014343738555908203,-0.003,0.003,-0.023,0.0,0.06,0.0,0.0,0.0,0.0,0,0,0,0,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800689.5427592,0,0.06,running,-0.004039238214492798,0.004039238214492798,-0.0005582344583664945,0.000559857834067985,-0.007,0.007,-0.047,0.0,0.06,0.0,0.0,0.0,0.0,0,0,0,0,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800689.642863,0,0.06,running,-0.01700036931037903,0.01700036931037903,-0.002665905676164355,0.0008854509003961852,-0.027,0.003,-0.211,0.0,0.06,0.0,0.0,0.0,0.0,0,0,0,0,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800689.7436566,0,0.06,running,-0.036304517030715945,0.036304517030715945,-0.005745468457749946,0.0009576208744100298,-0.03,0.0,-0.188,0.0,0.06,0.0,0.0,0.0,0.0,0,0,0,0,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800689.8436463,0,0.06,running,-0.06378975415229796,0.06378975415229796,-0.009714785939905225,0.0009390830919988623,-0.042,-0.003,-0.305,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800689.942878,0,0.06,running,-0.1008547167778015,0.1008547167778015,-0.01393636097703818,0.001147907156573505,-0.038,0.0,-0.423,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.0428429,0,0.06,running,-0.14101408481597902,0.14101408481597902,-0.018677898792591865,0.0018914413283661142,-0.05,0.003,-0.399,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.1490018,0,0.06,running,-0.186431437253952,0.186431437253952,-0.02376311773269848,0.002329519400752807,-0.058,0.003,-0.446,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.2430587,0,0.06,running,-0.231136156797409,0.231136156797409,-0.028699013484215313,0.0033381020671827484,-0.054,0.0,-0.47,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.3427322,0,0.06,running,-0.281945329427719,0.281945329427719,-0.032676819299033696,0.004552044137156764,-0.046,0.0,-0.517,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.4425657,0,0.06,running,-0.3335068473815917,0.3335068473815917,-0.03708108118128733,0.006002139330471503,-0.034,0.003,-0.54,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.5425854,0,0.06,running,-0.39288176512718176,0.39288176512718176,-0.04088984679220438,0.0074095878417588254,-0.038,0.0,-0.611,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.6426742,0,0.06,running,-0.45327991414070107,0.45327991414070107,-0.044310530056283694,0.008763527317226119,-0.038,-0.007,-0.611,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.74272,0,0.06,running,-0.5185243189334868,0.5185243189334868,-0.04762625379084483,0.01035865193374876,-0.038,0.0,-0.658,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.8426268,0,0.06,running,-0.5816591465473174,0.5816591465473174,-0.050582101180146326,0.012007934783552016,-0.03,0.0,-0.611,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800690.9426286,0,0.06,running,-0.6449665777683259,0.6449665777683259,-0.05354822644272375,0.013685613165369174,-0.034,-0.003,-0.634,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.0426323,0,0.06,running,-0.7076292290687561,0.7076292290687561,-0.05681837187622976,0.015667283035984927,-0.038,-0.007,-0.611,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.1425612,0,0.06,running,-0.7723333597183228,0.7723333597183228,-0.05940603538150613,0.01770552691069768,-0.03,0.0,-0.658,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.242757,0,0.06,running,-0.8377299599647523,0.8377299599647523,-0.06115872399341414,0.020155839339810137,-0.03,0.007,-0.658,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.3427823,0,0.06,running,-0.9066762499809266,0.9066762499809266,-0.0634316075188258,0.022853630131406972,-0.038,0.007,-0.705,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.4426432,0,0.06,running,-0.9737923078536989,0.9737923078536989,-0.065129000433995,0.024750872068578424,-0.03,-0.007,-0.658,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.5426054,0,0.06,running,-1.0429639770984651,1.0429639770984651,-0.06760077213686566,0.02678118912572215,-0.027,-0.011,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.6428974,0,0.06,running,-1.113372639656067,1.113372639656067,-0.06904837765320888,0.029403752518449424,-0.03,0.0,-0.705,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.7426481,0,0.06,running,-1.184703291654587,1.184703291654587,-0.07035261421850948,0.031656099182355006,-0.027,0.003,-0.681,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.8447232,0,0.06,running,-1.2560507102012637,1.2560507102012637,-0.0706912049772782,0.03487988661067632,-0.03,0.007,-0.705,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800691.943207,0,0.06,running,-1.3225420758724213,1.3225420758724213,-0.07152955093978877,0.037175472964545264,-0.023,-0.007,-0.658,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.0427897,0,0.06,running,-1.3861167924404147,1.3861167924404147,-0.07359377587190874,0.0395355917084021,-0.03,-0.007,-0.658,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.1429186,0,0.06,running,-1.4567336609363557,1.4567336609363557,-0.07330388773153433,0.04216614808835228,-0.03,0.007,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.242626,0,0.06,running,-1.5300310869216922,1.5300310869216922,-0.0727169459200466,0.04490808623884422,-0.023,0.007,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.3426154,0,0.06,running,-1.6019961593151097,1.6019961593151097,-0.07254361942227068,0.046674148219577126,-0.019,0.003,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.4426672,0,0.06,running,-1.6738755488395696,1.6738755488395696,-0.0728494001993562,0.04872809906533442,-0.027,-0.003,-0.681,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.5426466,0,0.06,running,-1.7409019696712495,1.7409019696712495,-0.07157298331374834,0.05113966712002832,-0.027,0.011,-0.681,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.6425676,0,0.06,running,-1.8119921145439155,1.8119921145439155,-0.07165956472492716,0.05363806784805184,-0.027,-0.011,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.7428768,0,0.06,running,-1.8826799318790444,1.8826799318790444,-0.07118482943342594,0.05617269981956863,-0.023,0.0,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.8425217,0,0.06,running,-1.9537468407154093,1.9537468407154093,-0.06943457852532604,0.057848657859269056,-0.023,0.007,-0.705,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800692.9425535,0,0.06,running,-2.0232105739116677,2.0232105739116677,-0.06890949633900796,0.05999070203108198,-0.023,-0.015,-0.705,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.042516,0,0.06,running,-2.0949426209926614,2.0949426209926614,-0.06873736813313594,0.06173644537337416,-0.011,0.003,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.1425667,0,0.06,running,-2.1667286427021035,2.1667286427021035,-0.06741740942097653,0.0629909596866285,-0.019,0.011,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.2425516,0,0.06,running,-2.2397960426807413,2.2397960426807413,-0.06624065710216537,0.0648252194696333,-0.019,-0.003,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.3425238,0,0.06,running,-2.3130734360218055,2.3130734360218055,-0.06622965399201146,0.0667635852798983,-0.015,-0.015,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.4425318,0,0.06,running,-2.390590813159944,2.390590813159944,-0.06483409437072463,0.06825633546342291,-0.019,0.003,-0.775,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.5425987,0,0.06,running,-2.4616317648887645,2.4616317648887645,-0.06315196995339321,0.06962627975836472,-0.019,-0.003,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.6426458,0,0.06,running,-2.537019769191743,2.537019769191743,-0.06238681555735873,0.07109839295162693,-0.015,-0.007,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.7426324,0,0.06,running,-2.611804591655732,2.611804591655732,-0.060909387311124774,0.07205363967862612,-0.023,0.0,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.842634,0,0.06,running,-2.6848625266551984,2.6848625266551984,-0.05916480425241775,0.0734013771033217,-0.023,-0.007,-0.705,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800693.9430382,0,0.06,running,-2.757813830137254,2.757813830137254,-0.0571775168271763,0.07507523342675707,-0.027,-0.003,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.043031,0,0.06,running,-2.832442989110948,2.832442989110948,-0.05489795752201231,0.07584176928383665,-0.011,0.003,-0.775,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.142753,0,0.06,running,-2.904733364343645,2.904733364343645,-0.05224105907491165,0.07661267407175924,-0.03,0.0,-0.705,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.2429025,0,0.06,running,-2.9789126417636886,2.9789126417636886,-0.05038288627323088,0.07772526372874992,-0.027,-0.003,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.3428614,0,0.06,running,-3.0523575384616866,3.0523575384616866,-0.04817955381994116,0.07650777316606942,-0.019,0.019,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.44274,0,0.06,running,-3.127194019556047,3.127194019556047,-0.04596585669815765,0.07630967017052155,-0.023,-0.007,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.542719,0,0.06,running,-3.2001084215641034,3.2001084215641034,-0.043943512619466225,0.07724139116354277,-0.023,-0.007,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.6426857,0,0.06,running,-3.2808216650486,3.2808216650486,-0.041262491345739345,0.07673842612716535,-0.023,0.007,-0.799,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.742652,0,0.06,running,-3.351957376956941,3.351957376956941,-0.03951774348510282,0.07579379433517046,-0.019,0.003,-0.775,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.8425558,0,0.06,running,-3.4268726806640633,3.4268726806640633,-0.03738188339842707,0.07600067634217504,-0.023,-0.007,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800694.9426901,0,0.06,running,-3.503082491636277,3.503082491636277,-0.03529325223194717,0.07543709157360196,-0.023,0.007,-0.799,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.0425367,0,0.06,running,-3.577411833524705,3.577411833524705,-0.03332704709053015,0.07452496152434804,-0.023,0.0,-0.752,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.142523,0,0.06,running,-3.6531302185058605,3.6531302185058605,-0.0317170946832118,0.07353549556802533,-0.019,0.011,-0.775,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.2425597,0,0.06,running,-3.7258516960144052,3.7258516960144052,-0.030012301049296395,0.0721673982853526,-0.027,0.003,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.3426473,0,0.06,running,-3.797968522787095,3.797968522787095,-0.027987378147732736,0.0710838995823432,-0.019,-0.011,-0.728,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.4426138,0,0.06,running,-3.873700886011125,3.873700886011125,-0.025057290225171596,0.07012355590067142,-0.027,-0.003,-0.775,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.5427094,0,0.06,running,-3.94902243924141,3.94902243924141,-0.024049741377816968,0.06783766535164973,-0.027,0.011,-0.775,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.642564,0,0.06,running,-4.027412880420686,4.027412880420686,-0.02285732487123068,0.06578929949535064,-0.023,-0.007,-0.799,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.7427156,0,0.06,running,-4.108333604574204,4.108333604574204,-0.02050531077117164,0.06457395317580884,-0.019,-0.011,-0.822,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.8426635,0,0.06,running,-4.1855998795032505,4.1855998795032505,-0.019360065042798736,0.06307054078788614,-0.019,0.003,-0.822,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800695.942675,0,0.06,running,-4.263426856279374,4.263426856279374,-0.017968948227158776,0.060735712209897826,-0.027,-0.003,-0.775,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800696.0427485,0,0.06,running,-4.340286710500718,4.340286710500718,-0.016840971547678114,0.05876127908861695,-0.011,-0.003,-0.775,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800696.1428237,0,0.06,running,-4.417959618806838,4.417959618806838,-0.015496396624776827,0.05710449751966824,-0.015,-0.007,-0.846,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
1782800696.242841,0,0.06,running,-4.498855952501296,4.498855952501296,-0.013790122430000702,0.05503902276455717,-0.027,-0.011,-0.775,0.0,0.06,0.0,0.06,0.0,19.0,-19,-19,19,19,fl-rl-fr-rr,"[1, 1, 1, 1]",10.0,150.0,40.0
